# cfd-territory never-run census -- generated by scripts/census_never_run.py
# unit: directory D with D/system/controlDict (INSTANCE) or D/system/controlDict*.template (DEFINITION); plus the orphan
#       unit: a directory with solver logs and NO system/ (a case run then pruned) -> RAN_LOGS_ONLY
# NEVER_RUN predicate: no solver log with an 'ExecutionTime = ' line, no time dir > 0 with content (case level OR processor*/),
#                      and no mesh (constant/polyMesh/points or a mesh-utility log).
# family is NAME-DERIVED and is a navigation aid only -- it cannot reliably pair a definition under cases/ with its
# outputs under verification/runs/, and it collides (cases/tmr and models/tmr share the key 'tmr').
# verdict_artifact is NAME-LINKED and is the weakest column here; open it before relying on it.
# tree=out_of_git rows come from stores enumerated in docs/LOCATIONS.md and reconciled against the disk; those stores are LAB-WIDE, not cfd-only.
# physics and bookkeeping are INDEPENDENT columns and are never folded into the class: ENDTIME_FIELDS/ABSENT is a solve whose log is gone, NONE/COMPLETE is a log whose fields are gone.
# RESIDUAL LIMIT: an in-repo case whose work happened out of git with NO recorded remote_dir is classified on its own artifacts alone and can still read NEVER_RUN. Name-matching would close that and reintroduce the F1-vs-F17 false negative; such rows are adjudicated by hand.
class	tree	physics	bookkeeping	family	case_root	evidence_path	application	missing_binary	solver_logs	unattributed_logs	time_dirs	proc_time_dirs	end_time	endtime_fields	series_last_time	end_line	rc	remote_dir	verdict_tokens	verdict_artifact
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_CS025	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_CS025/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_CS075	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_CS075/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_CTRL	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_CTRL/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_NR2	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_NR2/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_NR8	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_NR8/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS2	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS2/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS235	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS235/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS3	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS3/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS4	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS4/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS6	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS6/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS8	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_TS8/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_U2_080	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_U2_080/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_U2_095	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_U2_095/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_U2_098	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b1_U2_098/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK05_U0995	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK05_U0995/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK0_U090	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK0_U090/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U090	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U090/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U095	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U095/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U098	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U098/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U099	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U099/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U0995	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U0995/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U0997	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U0997/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U0999	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U0999/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U099_CS025	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U099_CS025/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U099_NR8	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK1_U099_NR8/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK2_U099	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b2_MK2_U099/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA2_MK1_U099	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA2_MK1_U099/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA3_MK1	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA3_MK1/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA5_MK1	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA5_MK1/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_1	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_1/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_2	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_2/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_3	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_3/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_4	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_4/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_5	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_5/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_6	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_6/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_8	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_BETA_8/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_RFAC_10	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_RFAC_10/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_RFAC_5	verification/runs/F1_MESH_TRIALS_2026-08-25/te_study/b3_RFAC_5/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t0_REPRO	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t0_REPRO/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t1_SHELL	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t1_SHELL/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t2_SIMCORE	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t2_SIMCORE/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t3_SHELL_SIMCORE	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t3_SHELL_SIMCORE/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t4_CORE2	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t4_CORE2/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t5_SHELL_CORE2	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t5_SHELL_CORE2/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t6_SHELL_NR16	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t6_SHELL_NR16/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t7_SHELL_NR32	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t7_SHELL_NR32/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t8_SHELL_NR64	verification/runs/F1_MESH_TRIALS_2026-08-25/topology_study/t8_SHELL_NR64/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/v2_m1	verification/runs/F1_MESH_TRIALS_2026-08-25/v2_m1/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/v2_m2	verification/runs/F1_MESH_TRIALS_2026-08-25/v2_m2/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F1_MESH_TRIALS_2026-08-25	verification/runs/F1_MESH_TRIALS_2026-08-25/v2_m4	verification/runs/F1_MESH_TRIALS_2026-08-25/v2_m4/constant/polyMesh	blockMesh		0	0	0	0		0		0				
MESH_ONLY	repo	NONE	ABSENT	F23_HP_WEDGE	verification/runs/F23_HP_WEDGE_runs/fine	verification/runs/F23_HP_WEDGE_runs/fine/constant/polyMesh	simpleFoam		0	0	0	0	4000.0	0		0			GATE FAIL,NOT A RESULT,PASS,PENDING	verification/campaign/F23_HP_WEDGE_RESULTS.md
MESH_ONLY	repo	NONE	ABSENT	F26D	verification/runs/F26D_runs/A0/L3/case	verification/runs/F26D_runs/A0/L3/case/constant/polyMesh	rhoSimpleFoam		0	0	0	0	4000.0	0		0			BLOCKED,GATE REACHED,NOT A RESULT,PASS	verification/campaign/F26D_RINGLEB_RESULTS.md
MESH_ONLY	repo	NONE	ABSENT	F26D	verification/runs/F26D_runs/A0/L4/case	verification/runs/F26D_runs/A0/L4/case/constant/polyMesh	rhoSimpleFoam		0	0	0	0	4000.0	0		0			BLOCKED,GATE REACHED,NOT A RESULT,PASS	verification/campaign/F26D_RINGLEB_RESULTS.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/DIAG_L1_dp0_U20_upwind	verification/runs/F28_runs/DIAG_L1_dp0_U20_upwind/constant/polyMesh	simpleFoam		0	0	0	0	200.0	0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/DIAG_mesh_L1_A1	verification/runs/F28_runs/DIAG_mesh_L1_A1/constant/polyMesh	simpleFoam		0	0	0	0		0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/DIAG_mesh_L1_aspectRatio	verification/runs/F28_runs/DIAG_mesh_L1_aspectRatio/constant/polyMesh	simpleFoam		0	0	0	0		0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/DIAG_mesh_L2_A1	verification/runs/F28_runs/DIAG_mesh_L2_A1/constant/polyMesh	simpleFoam		0	0	0	0		0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/DIAG_mesh_L2_aspectRatio	verification/runs/F28_runs/DIAG_mesh_L2_aspectRatio/constant/polyMesh	simpleFoam		0	0	0	0		0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/DIAG_mesh_L3_A1	verification/runs/F28_runs/DIAG_mesh_L3_A1/constant/polyMesh	simpleFoam		0	0	0	0		0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/DIAG_mesh_L3_aspectRatio	verification/runs/F28_runs/DIAG_mesh_L3_aspectRatio/constant/polyMesh	simpleFoam		0	0	0	0		0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/FEAS_L1_dp0_U20	verification/runs/F28_runs/FEAS_L1_dp0_U20/constant/polyMesh	simpleFoam		0	0	0	0	15000.0	0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/FEAS_L1_dp0_U20_A1	verification/runs/F28_runs/FEAS_L1_dp0_U20_A1/constant/polyMesh	simpleFoam		0	0	0	0	15000.0	0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/FEAS_L1_dp1000_U20	verification/runs/F28_runs/FEAS_L1_dp1000_U20/constant/polyMesh	simpleFoam		0	0	0	0	15000.0	0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/FEAS_L1_dp1000_U20_A1	verification/runs/F28_runs/FEAS_L1_dp1000_U20_A1/constant/polyMesh	simpleFoam		0	0	0	0	15000.0	0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/FEAS_L1_dp1000_U20_R2	verification/runs/F28_runs/FEAS_L1_dp1000_U20_R2/constant/polyMesh	simpleFoam		0	0	0	0	15000.0	0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/_A1_allGeometry_recheck	verification/runs/F28_runs/_A1_allGeometry_recheck/constant/polyMesh	simpleFoam		0	0	0	0		0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/mesh_A2/L1	verification/runs/F28_runs/mesh_A2/L1/constant/polyMesh	simpleFoam		0	0	0	0		0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
MESH_ONLY	repo	NONE	ABSENT	F28	verification/runs/F28_runs/mesh_A2/L2	verification/runs/F28_runs/mesh_A2/L2/constant/polyMesh	simpleFoam		0	0	0	0		0		0			BLOCKED,GATE FAIL,GATE REACHED,NOT A RESULT,PASS,PENDING	verification/campaign/F28_DUCTED_ACTUATOR_DISK_PREREGISTRATION.md
